time_ms,cpu_cores,cpu_psi_some_10,cpu_psi_some_60,cpu_psi_some_300,cpu_psi_full_10,cpu_psi_full_60,cpu_psi_full_300,io_psi_some_10,io_psi_some_60,io_psi_some_300,io_psi_full_10,io_psi_full_60,io_psi_full_300,mem_psi_some_10,mem_psi_some_60,mem_psi_some_300,mem_psi_full_10,mem_psi_full_60,mem_psi_full_300,load_avg_1,load_avg_5,load_avg_15,procs_running,procs_blocked,procs_disk_io,source_file
133000,12.0,16.49,19.01,10.06,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.79,3.84,30,0,0,flatcg-cpu.csv
134000,12.0,16.49,19.01,10.06,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.79,3.84,19,0,0,flatcg-cpu.csv
135000,12.0,16.22,18.87,10.1,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.79,3.84,4,0,0,flatcg-cpu.csv
136000,12.0,16.22,18.87,10.1,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.2,5.79,3.84,4,0,0,flatcg-cpu.csv
137000,12.0,16.0,18.75,10.13,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.93,3.9,2,0,0,flatcg-cpu.csv
138000,12.0,16.0,18.75,10.13,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.93,3.9,30,0,0,flatcg-cpu.csv
139000,12.0,15.82,18.62,10.16,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.93,3.9,4,0,0,flatcg-cpu.csv
140000,12.0,15.82,18.62,10.16,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.93,3.9,30,0,0,flatcg-cpu.csv
141000,12.0,15.85,18.54,10.2,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.5,5.93,3.9,2,0,0,flatcg-cpu.csv
142000,12.0,15.85,18.54,10.2,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.86,6.08,3.96,8,0,0,flatcg-cpu.csv
143000,12.0,15.87,18.45,10.25,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.86,6.08,3.96,11,0,0,flatcg-cpu.csv
144000,12.0,15.87,18.45,10.25,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.86,6.08,3.96,15,0,0,flatcg-cpu.csv
145000,12.0,15.72,18.34,10.28,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.86,6.08,3.96,15,0,0,flatcg-cpu.csv
146000,12.0,15.72,18.34,10.28,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.86,6.08,3.96,15,0,0,flatcg-cpu.csv
147000,12.0,15.4,18.2,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.95,6.18,4.0,3,0,0,flatcg-cpu.csv
148000,12.0,15.4,18.2,10.3,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.95,6.18,4.0,11,0,0,flatcg-cpu.csv
149000,12.0,15.69,18.16,10.35,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.95,6.18,4.0,29,0,0,flatcg-cpu.csv
150000,12.0,15.69,18.16,10.35,0,0,0,0.0,0.0,0.04,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.95,6.18,4.0,3,0,0,flatcg-cpu.csv
151000,12.0,15.57,18.06,10.38,0,0,0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.95,6.18,4.0,31,0,0,flatcg-cpu.csv
152000,12.0,15.57,18.06,10.38,0,0,0,0.0,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,10.15,6.09,3.98,30,0,0,flatcg-cpu.csv
153000,12.0,15.46,17.95,10.41,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.15,6.09,3.98,7,0,0,flatcg-cpu.csv
154000,12.0,15.46,17.95,10.41,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.15,6.09,3.98,9,0,0,flatcg-cpu.csv
155000,12.0,15.56,17.89,10.45,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.15,6.09,3.98,10,0,0,flatcg-cpu.csv
156000,12.0,15.56,17.89,10.45,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,10.15,6.09,3.98,30,0,0,flatcg-cpu.csv
157000,12.0,15.46,17.8,10.48,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.34,6.4,4.1,3,0,0,flatcg-cpu.csv
158000,12.0,15.46,17.8,10.48,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.34,6.4,4.1,31,0,0,flatcg-cpu.csv
159000,12.0,15.55,17.74,10.52,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.34,6.4,4.1,21,0,0,flatcg-cpu.csv
160000,12.0,15.55,17.74,10.52,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.34,6.4,4.1,2,0,0,flatcg-cpu.csv
161000,12.0,15.63,17.68,10.56,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.34,6.4,4.1,23,0,0,flatcg-cpu.csv
162000,12.0,15.63,17.68,10.56,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,4.14,3,0,0,flatcg-cpu.csv
163000,12.0,15.52,17.59,10.59,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,4.14,6,0,0,flatcg-cpu.csv
164000,12.0,15.52,17.59,10.59,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,4.14,2,0,0,flatcg-cpu.csv
165000,12.0,15.79,17.57,10.63,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,4.14,29,0,0,flatcg-cpu.csv
166000,12.0,15.79,17.57,10.63,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.4,6.5,4.14,29,0,0,flatcg-cpu.csv
167000,12.0,15.46,17.45,10.66,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.85,6.67,4.21,30,0,0,flatcg-cpu.csv
168000,12.0,15.46,17.45,10.66,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.85,6.67,4.21,14,0,0,flatcg-cpu.csv
169000,12.0,15.56,17.41,10.69,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.85,6.67,4.21,14,0,0,flatcg-cpu.csv
170000,12.0,15.56,17.41,10.69,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.85,6.67,4.21,9,0,0,flatcg-cpu.csv
171000,12.0,15.64,17.36,10.73,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.85,6.67,4.21,32,0,0,flatcg-cpu.csv
172000,12.0,15.64,17.36,10.73,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.76,4.25,29,0,0,flatcg-cpu.csv
173000,12.0,15.52,17.28,10.76,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.76,4.25,25,0,0,flatcg-cpu.csv
174000,12.0,15.52,17.28,10.76,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.76,4.25,3,0,0,flatcg-cpu.csv
175000,12.0,16.15,17.34,10.82,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.76,4.25,16,0,0,flatcg-cpu.csv
176000,12.0,16.15,17.34,10.82,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.86,6.76,4.25,9,0,0,flatcg-cpu.csv
177000,12.0,17.57,17.56,10.91,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.43,6.97,4.33,24,0,0,flatcg-cpu.csv
178000,12.0,17.57,17.56,10.91,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.43,6.97,4.33,15,0,0,flatcg-cpu.csv
179000,12.0,18.74,17.77,11.0,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.43,6.97,4.33,29,0,0,flatcg-cpu.csv
180000,12.0,18.74,17.77,11.0,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.43,6.97,4.33,5,0,0,flatcg-cpu.csv
181000,12.0,19.33,17.91,11.07,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.43,6.97,4.33,32,0,0,flatcg-cpu.csv
182000,12.0,19.33,17.91,11.07,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.07,4.38,6,0,0,flatcg-cpu.csv
183000,12.0,19.81,18.04,11.15,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.07,4.38,4,0,0,flatcg-cpu.csv
184000,12.0,19.81,18.04,11.15,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.07,4.38,3,0,0,flatcg-cpu.csv
185000,12.0,20.02,18.14,11.21,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.07,4.38,9,0,0,flatcg-cpu.csv
186000,12.0,20.02,18.14,11.21,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.07,4.38,2,0,0,flatcg-cpu.csv
187000,12.0,20.56,18.3,11.29,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.92,7.25,4.45,20,0,0,flatcg-cpu.csv
188000,12.0,20.56,18.3,11.29,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.92,7.25,4.45,16,0,0,flatcg-cpu.csv
189000,12.0,21.0,18.45,11.37,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.92,7.25,4.45,9,1,0,flatcg-cpu.csv
190000,12.0,21.0,18.45,11.37,0,0,0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.92,7.25,4.45,35,0,0,flatcg-cpu.csv
191000,12.0,21.18,18.57,11.45,0,0,0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,12.92,7.25,4.45,15,0,0,flatcg-cpu.csv
192000,12.0,21.18,18.57,11.45,0,0,0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,11.96,7.14,4.43,9,0,0,flatcg-cpu.csv
193000,12.0,20.42,18.51,11.49,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,7.14,4.43,2,0,0,flatcg-cpu.csv
194000,12.0,20.42,18.51,11.49,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,7.14,4.43,2,0,0,flatcg-cpu.csv
195000,12.0,19.44,18.4,11.51,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,7.14,4.43,16,0,0,flatcg-cpu.csv
196000,12.0,19.44,18.4,11.51,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,7.14,4.43,3,0,0,flatcg-cpu.csv
197000,12.0,18.64,18.29,11.53,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,7.27,4.49,23,0,0,flatcg-cpu.csv
198000,12.0,18.64,18.29,11.53,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,7.27,4.49,2,0,0,flatcg-cpu.csv
199000,12.0,18.7,18.31,11.58,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,7.27,4.49,29,0,0,flatcg-cpu.csv
200000,12.0,18.7,18.31,11.58,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,7.27,4.49,29,0,0,flatcg-cpu.csv
201000,12.0,17.85,18.17,11.6,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,7.35,4.53,3,0,0,flatcg-cpu.csv
202000,12.0,17.85,18.17,11.6,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,7.35,4.53,20,0,0,flatcg-cpu.csv
203000,12.0,17.51,18.1,11.63,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,7.35,4.53,6,0,0,flatcg-cpu.csv
204000,12.0,17.51,18.1,11.63,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,7.35,4.53,9,0,0,flatcg-cpu.csv
205000,12.0,17.42,18.06,11.67,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,7.35,4.53,3,0,0,flatcg-cpu.csv
206000,12.0,17.42,18.06,11.67,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,7.46,4.58,28,0,0,flatcg-cpu.csv
207000,12.0,16.8,17.93,11.68,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,7.46,4.58,4,0,0,flatcg-cpu.csv
208000,12.0,16.8,17.93,11.68,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,7.46,4.58,7,0,0,flatcg-cpu.csv
209000,12.0,16.47,17.83,11.71,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,7.46,4.58,2,0,0,flatcg-cpu.csv
210000,12.0,16.47,17.83,11.71,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.34,7.46,4.58,3,0,0,flatcg-cpu.csv
211000,12.0,16.2,17.74,11.73,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,7.42,4.58,32,0,0,flatcg-cpu.csv
212000,12.0,16.2,17.74,11.73,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,7.42,4.58,2,0,0,flatcg-cpu.csv
213000,12.0,17.43,17.91,11.81,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,7.42,4.58,29,0,0,flatcg-cpu.csv
214000,12.0,17.43,17.91,11.81,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,7.42,4.58,2,0,0,flatcg-cpu.csv
215000,12.0,18.8,18.14,11.9,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,7.42,4.58,2,0,0,flatcg-cpu.csv
216000,12.0,18.8,18.14,11.9,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,7.78,4.72,33,0,0,flatcg-cpu.csv
217000,12.0,19.2,18.24,11.96,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,7.78,4.72,2,0,0,flatcg-cpu.csv
218000,12.0,19.2,18.24,11.96,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,7.78,4.72,3,0,0,flatcg-cpu.csv
219000,12.0,19.53,18.33,12.02,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,7.78,4.72,24,0,0,flatcg-cpu.csv
220000,12.0,19.53,18.33,12.02,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.13,7.78,4.72,33,0,0,flatcg-cpu.csv
221000,12.0,19.79,18.41,12.08,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.73,4.72,34,0,0,flatcg-cpu.csv
222000,12.0,19.79,18.41,12.08,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.73,4.72,5,0,0,flatcg-cpu.csv
223000,12.0,20.37,18.56,12.16,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.73,4.72,15,0,0,flatcg-cpu.csv
224000,12.0,20.37,18.56,12.16,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.73,4.72,3,0,0,flatcg-cpu.csv
225000,12.0,20.85,18.71,12.23,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.48,7.73,4.72,30,0,0,flatcg-cpu.csv
226000,12.0,20.85,18.71,12.23,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.09,4.85,22,0,0,flatcg-cpu.csv
227000,12.0,21.24,18.85,12.31,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.09,4.85,19,0,0,flatcg-cpu.csv
228000,12.0,21.24,18.85,12.31,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.09,4.85,4,0,0,flatcg-cpu.csv
229000,12.0,21.74,19.02,12.39,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.09,4.85,2,0,0,flatcg-cpu.csv
230000,12.0,21.74,19.02,12.39,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,8.09,4.85,4,0,0,flatcg-cpu.csv
231000,12.0,21.6,19.08,12.45,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,8.02,4.84,5,0,0,flatcg-cpu.csv
232000,12.0,21.6,19.08,12.45,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,8.02,4.84,18,0,0,flatcg-cpu.csv
233000,12.0,21.49,19.15,12.5,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,8.02,4.84,5,0,0,flatcg-cpu.csv
234000,12.0,21.49,19.15,12.5,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,8.02,4.84,15,0,0,flatcg-cpu.csv
235000,12.0,21.4,19.21,12.56,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.02,8.02,4.84,3,0,0,flatcg-cpu.csv
236000,12.0,21.4,19.21,12.56,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,8.39,4.98,33,0,0,flatcg-cpu.csv
237000,12.0,21.33,19.27,12.62,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,8.39,4.98,3,0,0,flatcg-cpu.csv
238000,12.0,21.33,19.27,12.62,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,8.39,4.98,4,0,0,flatcg-cpu.csv
239000,12.0,21.09,19.29,12.67,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,8.39,4.98,2,0,0,flatcg-cpu.csv
240000,12.0,21.09,19.29,12.67,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,8.39,4.98,5,0,0,flatcg-cpu.csv
241000,12.0,21.25,19.38,12.74,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,8.58,5.06,2,0,0,flatcg-cpu.csv
242000,12.0,21.25,19.38,12.74,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,8.58,5.06,2,0,0,flatcg-cpu.csv
243000,12.0,21.02,19.4,12.79,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,8.58,5.06,33,0,0,flatcg-cpu.csv
244000,12.0,21.02,19.4,12.79,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,8.58,5.06,9,0,0,flatcg-cpu.csv
245000,12.0,21.02,19.45,12.84,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.83,8.58,5.06,34,0,0,flatcg-cpu.csv
246000,12.0,21.02,19.45,12.84,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,8.75,5.14,33,0,0,flatcg-cpu.csv
247000,12.0,21.01,19.5,12.9,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,8.75,5.14,34,0,0,flatcg-cpu.csv
248000,12.0,21.01,19.5,12.9,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,8.75,5.14,21,0,0,flatcg-cpu.csv
249000,12.0,21.01,19.55,12.95,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,8.75,5.14,3,0,0,flatcg-cpu.csv
250000,12.0,21.01,19.55,12.95,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.16,8.75,5.14,8,0,0,flatcg-cpu.csv
251000,12.0,20.64,19.53,13.0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,9.14,5.28,3,0,0,flatcg-cpu.csv
252000,12.0,20.64,19.53,13.0,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,9.14,5.28,4,0,0,flatcg-cpu.csv
253000,12.0,20.71,19.58,13.05,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,9.14,5.28,19,0,0,flatcg-cpu.csv
254000,12.0,20.71,19.58,13.05,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,9.14,5.28,3,0,0,flatcg-cpu.csv
255000,12.0,20.76,19.63,13.1,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.51,9.14,5.28,7,0,0,flatcg-cpu.csv
256000,12.0,20.76,19.63,13.1,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,9.0,5.26,32,0,0,flatcg-cpu.csv
257000,12.0,20.44,19.61,13.14,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,9.0,5.26,31,0,0,flatcg-cpu.csv
258000,12.0,20.44,19.61,13.14,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,9.0,5.26,30,0,0,flatcg-cpu.csv
259000,12.0,20.36,19.62,13.19,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,9.0,5.26,37,0,0,flatcg-cpu.csv
260000,12.0,20.36,19.62,13.19,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,9.0,5.26,2,0,0,flatcg-cpu.csv
261000,12.0,20.29,19.63,13.24,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,9.09,5.3,4,0,0,flatcg-cpu.csv
262000,12.0,20.29,19.63,13.24,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,9.09,5.3,33,0,0,flatcg-cpu.csv
263000,12.0,20.24,19.64,13.29,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,9.09,5.3,17,0,0,flatcg-cpu.csv
264000,12.0,20.24,19.64,13.29,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,9.09,5.3,16,0,0,flatcg-cpu.csv
265000,12.0,20.38,19.69,13.34,0,0,0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.17,9.09,5.3,7,0,0,flatcg-cpu.csv
