comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[78300,-1,1,0.636,0.636,0.636,0.636,0.00,0
cc[80596,-1,1,0.592,0.592,0.592,0.592,0.00,0
cc[78012,-1,1,0.561,0.561,0.561,0.561,0.00,0
cc[77868,-1,1,0.648,0.648,0.648,0.648,0.00,0
ln[79732,-1,1,0.999,0.999,0.999,0.999,0.00,0
cc[78724,-1,1,0.641,0.641,0.641,0.641,0.00,0
cc[78580,-1,1,0.554,0.554,0.554,0.554,0.00,0
ln[79868,-1,1,1.013,1.013,1.013,1.013,0.00,0
ln[79724,-1,1,0.881,0.881,0.881,0.881,0.00,0
ln[79580,-1,1,0.433,0.433,0.433,0.433,0.00,0
cc[78716,-1,1,0.995,0.995,0.995,0.995,0.00,0
ld[80292,-1,1,219.699,219.699,219.699,219.699,0.00,0
ln[79716,-1,1,1.017,1.017,1.017,1.017,0.00,0
cc[79140,-1,1,0.544,0.544,0.544,0.544,0.00,0
cc[78276,-1,1,0.611,0.611,0.611,0.611,0.00,0
cc[80572,-1,1,0.490,0.490,0.490,0.490,0.00,0
cc[77988,-1,1,0.819,0.819,0.819,0.819,0.00,0
cc[80428,-1,1,0.585,0.585,0.585,0.585,0.00,0
cc[77844,-1,1,0.660,0.660,0.660,0.660,0.00,0
cc[79276,-1,1,0.555,0.555,0.555,0.555,0.00,0
cc[78412,-1,1,0.572,0.572,0.572,0.572,0.00,0
cc[78268,-1,1,0.613,0.613,0.613,0.613,0.00,0
cc[77980,-1,1,0.734,0.734,0.734,0.734,0.00,0
cc[80276,-1,1,0.302,0.302,0.302,0.302,0.00,0
ln[79988,-1,1,1.059,1.059,1.059,1.059,0.00,0
ln[79844,-1,1,1.045,1.045,1.045,1.045,0.00,0
ln[79700,-1,1,1.215,1.215,1.215,1.215,0.00,0
ln[79556,-1,1,0.970,0.970,0.970,0.970,0.00,0
cc[78836,-1,1,0.752,0.752,0.752,0.752,0.00,0
cc[78692,-1,1,0.540,0.540,0.540,0.540,0.00,0
ld[79548,-1,1,38.198,38.198,38.198,38.198,0.00,0
cc[78684,-1,1,0.661,0.661,0.661,0.661,0.00,0
cc[78252,-1,1,0.597,0.597,0.597,0.597,0.00,0
